vN1vS1ouS1ouT1 , 1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1
vN1vS1ouS1ouT2 , 1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1
vN1vS1ouS1ouT3 , 1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1
vN1vS1ouS1ouT4 , 1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1
vN1vS1ouS2ouT1 , 0.0226105235476646,  0.0224416039012651,  0.0223532347297932,  0.0223512342888402,  0.0226435332684862,  0.0225010286346512,  0.0227474532297743,  0.0225197092435059,  0.0225198503679154,  0.0225020576615901,  0.0227149636192236,  0.0225926966939308,  0.0224577168743626,  0.0223318175876017,  0.0224464683380341,  0.0225140849010276,  0.0227054083271759,  0.0224640525659447,  0.0222531344285632,  0.022502041257547
vN1vS1ouS2ouT2 , 0.138508896632677,  0.136071275416984,  0.135316987575678,  0.136021621609436,  0.13486111268609,  0.13597331111883,  0.137934845130974,  0.135328866100639,  0.138944932452372,  0.136950138188854,  0.13635905415023,  0.134778297419231,  0.135428107373476,  0.134218154073042,  0.136228459394131,  0.13591113148342,  0.138750531296922,  0.134535609332091,  0.135122143291642,  0.135507738350803
vN1vS1ouS2ouT3 , 0.211774665496196,  0.21747243711617,  0.215063517192951,  0.210853625743657,  0.214602976705786,  0.213992358173571,  0.216082233777458,  0.214476099464019,  0.217357293155798,  0.21496781542935,  0.21288840124181,  0.216373693228028,  0.213427663722988,  0.211735410238165,  0.214501241510158,  0.211933083072441,  0.211519567371192,  0.212993970982325,  0.216255116773306,  0.214610056016294
vN1vS1ouS2ouT4 , 0.270701864079964,  0.271166152480093,  0.266507406552542,  0.27033197822182,  0.268059586963657,  0.272037113705659,  0.270262996543506,  0.26536854186694,  0.269418955676323,  0.272412906273175,  0.269929497332104,  0.267230933948292,  0.268877643300305,  0.267573585454498,  0.265620495271383,  0.269866965574569,  0.270588728715477,  0.269291337866443,  0.267159319211778,  0.272684142693402
vN1vS1ouS3ouT1 , 0.0308665246150289,  0.031182434713672,  0.030960190506916,  0.0311074821111341,  0.0308902060261581,  0.0311958592457423,  0.0308834629045295,  0.0309014092789353,  0.0306993227595783,  0.0308967382375942,  0.0308905184837761,  0.0309831708855918,  0.0307100324150875,  0.031033502164792,  0.0309353107170246,  0.0310749431878663,  0.0311059238206327,  0.0308333732321622,  0.0310857777159388,  0.0309327401306114
vN1vS1ouS3ouT2 , 0.22386937915251,  0.224773130289241,  0.225261188237524,  0.22282973875599,  0.223193574923341,  0.224567189832215,  0.225936480957951,  0.22520056423598,  0.224495031280047,  0.224964353931797,  0.224761943968523,  0.225435305823288,  0.227232305377571,  0.222361729614875,  0.225280818303572,  0.223222036437231,  0.224085755195621,  0.223532377978292,  0.223753680531716,  0.226703655671796
